Id,Predicted
0,22.63875467241627
1,21.192666067213292
2,26.54621624361105
3,24.458775908160753
4,26.252378924749223
5,21.47698212519839
6,36.396906922757935
7,36.85534720458982
8,42.895693159651024
9,42.47047341638911
10,38.690907418506775
11,38.713403722348545
12,49.70027581121641
13,44.737300979988504
14,51.39610877543586
15,43.65159202750654
16,46.409139811779944
17,48.0777796679128
18,35.69307602095159
19,37.87751564616659
20,41.185225011964
21,33.23065416219515
22,36.047644447263984
23,28.492134545270382
24,34.3439765146803
25,29.434948638589585
26,36.32523175548869
27,31.989078251360368
28,33.80831925701038
29,32.56523593109088
30,34.73859754838967
31,39.475831895186055
32,30.54549751557402
33,32.16662571762153
34,31.753476363395418
35,33.753007795202194
36,39.01443417049567
37,37.68862056751049
38,40.055927159234685
39,36.167297980968165
40,40.56328385656521
41,41.385700941919836
42,25.24749816135087
43,25.330770567025937
44,20.193157301446163
45,22.43618521968989
46,30.007975636399188
47,30.303817630969487
48,45.38753053288225
49,40.22919987814175
50,42.81002572853471
51,38.94116152543444
52,44.69349220123466
53,37.367568064866354
54,33.83224237305876
55,38.42908055099815
56,32.35290006303405
57,36.48178784446841
58,39.55202904727533
59,41.133879212324125
60,49.32771315469217
61,45.467984860138856
62,45.047187700575336
63,39.15303256634061
64,49.89973847564793
65,40.35256703594792
66,21.427605364031308
67,24.940528771741896
68,23.135628008819396
69,20.294022584901484
70,23.860752172856138
71,26.1285641752042
72,42.2231581880844
73,42.86664602968899
74,40.8416734759781
75,41.320635639859674
76,41.52228390667401
77,47.09871744857576
78,27.62554509880092
79,26.86531872199749
80,29.63797713100335
81,31.16880907460256
82,27.80442217610294
83,30.496027629034515
84,45.61179782832828
85,49.973882207154716
86,41.48630148614781
87,47.98391865591886
88,45.51626544518686
89,36.744583089798354
90,50.47505451632681
91,42.37806897934626
92,46.23041508639372
93,43.475165069938825
94,48.91947039765999
95,45.63517026084166
96,30.542843930047844
97,31.418679217314512
98,33.77158728459229
99,29.007686745598473
100,26.108912853823625
101,29.80688523430578
102,33.216969246914466
103,35.210019378708225
104,42.88395843481681
105,37.637449934995644
106,46.73141193418479
107,48.464601523169875
108,34.21983202364088
109,31.590787480353217
110,37.007268642997204
111,35.94981370361137
112,39.472466786705844
113,39.066512196646094
114,42.97195047408077
115,36.83597355033017
116,37.7924755870377
117,33.596289347984175
118,36.36184665327744
119,35.6519238525119
120,39.51243534370071
121,37.379637827048
122,38.545151793799945
123,37.18781894196273
124,40.27094872119856
125,37.08898547118537
126,24.625836640502015
127,27.5312626220775
128,32.15568145195911
129,33.7415885960056
130,39.470829845018855
131,27.834060377377092
132,33.773481967323505
133,35.619750883504985
134,32.75937072366282
135,33.360548139527786
136,32.02042820707732
137,32.14782138748137
138,26.60279728150955
139,28.629281174502847
140,31.31157128573745
141,27.003553601694463
142,24.203687047398496
143,28.030396369073713
144,44.16316088148389
145,46.75999524199772
146,49.62231704349588
147,43.060330883195924
148,54.93890091581976
149,50.89670118266702
150,24.972133513484376
151,26.272088964437707
152,26.499201154181353
153,28.74048305234504
154,23.983406664603677
155,24.104882868551172
156,43.34934196619972
157,38.883889607168854
158,34.610543918072736
159,35.971142826709055
160,35.9762509487574
161,40.33434554521785
162,34.80629708759039
163,31.147373227320408
164,37.57356427786574
165,29.321518006205
166,33.19279351401954
167,35.85097262151889
168,49.72508094033711
169,39.480468226141284
170,38.232681530976535
171,38.010910723355636
172,39.79920117485974
173,41.70433720729189
174,42.028351488930646
175,45.584105907101055
176,46.06392931082621
177,51.46136157560231
178,46.84634051761719
179,44.71819201299466
180,37.933016507389056
181,35.56766806765533
182,35.27434203485966
183,37.60316179770582
184,36.97765144623015
185,35.52608473561015
186,23.503651180104548
187,22.812644993179596
188,21.384849544557717
189,25.517063722697376
190,24.640762877160796
191,23.29196265294345
192,42.509335486818095
193,42.36146298396417
194,38.30667191794732
195,40.13723216081726
196,37.31870809054475
197,39.969000658605566
198,41.598967772226516
199,38.26272473494537
200,37.1050426893906
201,36.67379126700246
202,38.38434807242305
203,38.50996023602757
204,36.02973243923883
205,29.214777499840473
206,33.55050775698295
207,37.09026951428842
208,34.30263182151133
209,34.08257429977766
210,34.86969862637894
211,33.94043913786878
212,35.51316613732735
213,32.558843286566585
214,29.367163839332214
215,31.719565273862184
216,27.003838265785788
217,23.216968335875386
218,28.509962401122735
219,21.253568671977835
220,17.10622968382289
221,25.183706225928933
222,48.07356130236647
223,53.237347486997955
224,48.53390192987668
225,45.78986344118089
226,49.998545677727606
227,52.23559360152146
228,24.855475070912583
229,23.878797791386816
230,22.88485395657391
231,23.92149444365632
232,25.11342711309206
233,25.320488502232507
234,38.34924764514143
235,41.39963756176654
236,48.471545936870626
237,35.80078228074499
238,44.37251673303713
239,39.01497904135987
240,50.81436140733328
241,40.506976319195836
242,51.11285042275443
243,40.285312517321216
244,47.82460907675181
245,40.568963961957486
246,43.562982284298414
247,45.010841194863445
248,50.0598069378709
249,49.381637859926414
250,44.658257625176425
251,48.23416066691044
252,42.857842872175056
253,46.72964382328566
254,46.29986384309167
255,47.9593300151163
256,48.28879543251491
257,43.726737986552585
258,43.92420406163795
259,43.53670530856653
260,48.865337799441136
261,40.29091653374783
262,40.491540523080275
263,47.2513892480213
264,44.85426995844418
265,39.65716444830225
266,44.559792629051294
267,40.783714684268794
268,42.14123108727036
269,47.885269182893616
270,25.386398793530997
271,26.23200890265055
272,29.668104087953676
273,24.348694155539796
274,29.432201543881096
275,23.349801253313878
276,42.266677058919754
277,44.833838516102944
278,44.105448390008
279,46.42197698503549
280,38.52056288178898
281,38.37007478255865
282,31.627415368248098
283,28.21416901344917
284,29.553315883141842
285,27.76304212043434
286,28.760990802683516
